PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,GRADES_PK_AM,GRADES_KG_AM,GRADES_4_AM,GRADES_8_AM,GRADES_12_AM,GRADES_1_8_AM,GRADES_9_12_AM,GRADES_ALL_AM,GRADES_PK_AS,GRADES_KG_AS,GRADES_4_AS,GRADES_8_AS,GRADES_12_AS,GRADES_1_8_AS,GRADES_9_12_AS,GRADES_ALL_AS,GRADES_PK_HI,GRADES_KG_HI,GRADES_4_HI,GRADES_8_HI,GRADES_12_HI,GRADES_1_8_HI,GRADES_9_12_HI,GRADES_ALL_HI,GRADES_PK_BL,GRADES_KG_BL,GRADES_4_BL,GRADES_8_BL,GRADES_12_BL,GRADES_1_8_BL,GRADES_9_12_BL,GRADES_ALL_BL,GRADES_PK_WH,GRADES_KG_WH,GRADES_4_WH,GRADES_8_WH,GRADES_12_WH,GRADES_1_8_WH,GRADES_9_12_WH,GRADES_ALL_WH,GRADES_PK_HP,GRADES_KG_HP,GRADES_4_HP,GRADES_8_HP,GRADES_12_HP,GRADES_1_8_HP,GRADES_9_12_HP,GRADES_ALL_HP,GRADES_PK_TR,GRADES_KG_TR,GRADES_4_TR,GRADES_8_TR,GRADES_12_TR,GRADES_1_8_TR,GRADES_9_12_TR,GRADES_ALL_TR,GRADES_PK_AMM,GRADES_KG_AMM,GRADES_4_AMM,GRADES_8_AMM,GRADES_12_AMM,GRADES_1_8_AMM,GRADES_9_12_AMM,GRADES_ALL_AMM,GRADES_PK_AMF,GRADES_KG_AMF,GRADES_4_AMF,GRADES_8_AMF,GRADES_12_AMF,GRADES_1_8_AMF,GRADES_9_12_AMF,GRADES_ALL_AMF,GRADES_PK_ASM,GRADES_KG_ASM,GRADES_4_ASM,GRADES_8_ASM,GRADES_12_ASM,GRADES_1_8_ASM,GRADES_9_12_ASM,GRADES_ALL_ASM,GRADES_PK_ASF,GRADES_KG_ASF,GRADES_4_ASF,GRADES_8_ASF,GRADES_12_ASF,GRADES_1_8_ASF,GRADES_9_12_ASF,GRADES_ALL_ASF,GRADES_PK_HIM,GRADES_KG_HIM,GRADES_4_HIM,GRADES_8_HIM,GRADES_12_HIM,GRADES_1_8_HIM,GRADES_9_12_HIM,GRADES_ALL_HIM,GRADES_PK_HIF,GRADES_KG_HIF,GRADES_4_HIF,GRADES_8_HIF,GRADES_12_HIF,GRADES_1_8_HIF,GRADES_9_12_HIF,GRADES_ALL_HIF,GRADES_PK_BLM,GRADES_KG_BLM,GRADES_4_BLM,GRADES_8_BLM,GRADES_12_BLM,GRADES_1_8_BLM,GRADES_9_12_BLM,GRADES_ALL_BLM,GRADES_PK_BLF,GRADES_KG_BLF,GRADES_4_BLF,GRADES_8_BLF,GRADES_12_BLF,GRADES_1_8_BLF,GRADES_9_12_BLF,GRADES_ALL_BLF,GRADES_PK_WHM,GRADES_KG_WHM,GRADES_4_WHM,GRADES_8_WHM,GRADES_12_WHM,GRADES_1_8_WHM,GRADES_9_12_WHM,GRADES_ALL_WHM,GRADES_PK_WHF,GRADES_KG_WHF,GRADES_4_WHF,GRADES_8_WHF,GRADES_12_WHF,GRADES_1_8_WHF,GRADES_9_12_WHF,GRADES_ALL_WHF,GRADES_PK_HPM,GRADES_KG_HPM,GRADES_4_HPM,GRADES_8_HPM,GRADES_12_HPM,GRADES_1_8_HPM,GRADES_9_12_HPM,GRADES_ALL_HPM,GRADES_PK_HPF,GRADES_KG_HPF,GRADES_4_HPF,GRADES_8_HPF,GRADES_12_HPF,GRADES_1_8_HPF,GRADES_9_12_HPF,GRADES_ALL_HPF,GRADES_PK_TRM,GRADES_KG_TRM,GRADES_4_TRM,GRADES_8_TRM,GRADES_12_TRM,GRADES_1_8_TRM,GRADES_9_12_TRM,GRADES_ALL_TRM,GRADES_PK_TRF,GRADES_KG_TRF,GRADES_4_TRF,GRADES_8_TRF,GRADES_12_TRF,GRADES_1_8_TRF,GRADES_9_12_TRF,GRADES_ALL_TRF,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
1994_NEVADA,NEVADA,1994,235800.0,1266549.0,56664.0,817216.0,392669.0,1344245.0,654272.0,406932.0,44739.0,184082.0,1424.0,20462.0,20573.0,18881.0,13659.0,162776.0,65393.0,229593.0,51.0,486.0,421.0,359.0,214.0,3289.0,1123.0,4463.0,29.0,764.0,790.0,818.0,711.0,6531.0,3222.0,9782.0,175.0,3644.0,3301.0,2644.0,1651.0,26129.0,8840.0,35144.0,175.0,1983.0,1876.0,1733.0,1250.0,14989.0,5961.0,21125.0,994.0,13585.0,14185.0,13327.0,9833.0,111838.0,46247.0,159079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1994,181688.0,1145147.0,37805.0,89556.0,1017786.0,1119762.0,648513.0,316069.0,38919.0,34260.0,1210.0,8325.0,16352.0,14926.0,10919.0,128771.0,50417.0,180398.0,1.0,12.0,39.0,47.0,20.0,291.0,131.0,423.0,12.0,77.0,159.0,149.0,142.0,1221.0,566.0,1799.0,18.0,134.0,165.0,147.0,122.0,1325.0,542.0,1885.0,15.0,70.0,179.0,102.0,94.0,1137.0,414.0,1566.0,1164.0,8032.0,15810.0,14481.0,10541.0,124797.0,48764.0,174725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_NEW_JERSEY,NEW_JERSEY,1994,651554.0,6957898.0,293378.0,3102722.0,3561798.0,6765105.0,3522248.0,2430560.0,268715.0,320715.0,10283.0,92316.0,87374.0,80901.0,65662.0,701250.0,292484.0,1004017.0,33.0,113.0,102.0,93.0,92.0,835.0,746.0,1614.0,380.0,4284.0,4803.0,4601.0,4071.0,38086.0,17593.0,56059.0,1981.0,12573.0,11090.0,10304.0,6626.0,91130.0,33733.0,126844.0,3332.0,17164.0,15607.0,13977.0,9467.0,126980.0,48666.0,178978.0,4557.0,58182.0,55772.0,51926.0,45406.0,444219.0,191746.0,640522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_NEW_MEXICO,NEW_MEXICO,1994,286759.0,1342868.0,164101.0,982237.0,196530.0,1223759.0,622138.0,391385.0,63549.0,129528.0,4174.0,24055.0,24294.0,25443.0,16925.0,200939.0,89471.0,294584.0,264.0,2391.0,2293.0,2745.0,1802.0,20225.0,10050.0,30539.0,21.0,198.0,228.0,246.0,234.0,1795.0,1046.0,2862.0,947.0,11822.0,11368.0,11554.0,7062.0,94025.0,40019.0,134991.0,62.0,632.0,520.0,575.0,359.0,4633.0,2097.0,6792.0,917.0,9012.0,9885.0,10323.0,7468.0,80261.0,36259.0,117437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_NEW_YORK,NEW_YORK,1994,2702937.0,23933662.0,1442038.0,9092275.0,13399349.0,25359726.0,14829280.0,6782725.0,992378.0,1717307.0,32227.0,212239.0,202024.0,191181.0,144139.0,1627846.0,746836.0,2406909.0,192.0,780.0,769.0,747.0,534.0,6100.0,2657.0,8949.0,1348.0,10219.0,9647.0,9280.0,8652.0,77747.0,42172.0,121267.0,7180.0,38006.0,32766.0,29848.0,14494.0,267666.0,117776.0,392622.0,9841.0,39229.0,38111.0,35253.0,20938.0,312215.0,146145.0,468201.0,13666.0,124005.0,120731.0,116053.0,99521.0,964118.0,438086.0,1415870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_NORTH_CAROLINA,NORTH_CAROLINA,1994,1131662.0,5648390.0,454682.0,3553217.0,1640491.0,5740906.0,3161072.0,1629603.0,362721.0,490626.0,8949.0,97508.0,89492.0,86344.0,62324.0,718414.0,309304.0,1036667.0,292.0,1464.0,1279.0,1292.0,872.0,10936.0,4863.0,16091.0,91.0,1183.0,1097.0,1024.0,987.0,8763.0,4089.0,12943.0,184.0,2074.0,1537.0,1146.0,563.0,12149.0,3272.0,15605.0,4140.0,30958.0,26184.0,25538.0,17091.0,214139.0,92320.0,310599.0,4242.0,61829.0,59395.0,57344.0,42811.0,472427.0,204760.0,681429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_NORTH_DAKOTA,NORTH_DAKOTA,1994,118778.0,603902.0,65506.0,247062.0,291334.0,621313.0,319014.0,158223.0,46522.0,50938.0,639.0,8677.0,9236.0,9694.0,8418.0,74103.0,35869.0,110611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_OHIO,OHIO,1994,1816817.0,10735756.0,537642.0,4271944.0,5926170.0,10780138.0,5785984.0,3675789.0,472696.0,658754.0,17505.0,141284.0,136834.0,142132.0,112266.0,1131983.0,519001.0,1668489.0,90.0,176.0,120.0,154.0,123.0,1095.0,575.0,1760.0,113.0,1155.0,1388.0,1332.0,1296.0,11024.0,5264.0,16401.0,161.0,1834.0,1789.0,1926.0,1484.0,15145.0,7067.0,22373.0,4521.0,22338.0,20581.0,20899.0,12000.0,171563.0,69630.0,245714.0,12620.0,115781.0,112956.0,117821.0,97363.0,933156.0,436465.0,1382241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_OKLAHOMA,OKLAHOMA,1994,316322.0,1518540.0,120788.0,839113.0,558639.0,1529205.0,765718.0,473061.0,116301.0,129800.0,5367.0,46355.0,47929.0,47149.0,35899.0,389564.0,166593.0,561524.0,916.0,6763.0,6996.0,6691.0,4891.0,57132.0,22377.0,80425.0,74.0,504.0,600.0,585.0,563.0,4569.0,2312.0,6955.0,308.0,2059.0,1890.0,1486.0,905.0,14953.0,4864.0,20125.0,1200.0,5312.0,4918.0,4471.0,3097.0,40045.0,16613.0,57858.0,2869.0,31717.0,33525.0,33916.0,26443.0,272871.0,120427.0,396167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_OREGON,OREGON,1994,518425.0,3088542.0,212544.0,1215471.0,1660527.0,3191792.0,1719357.0,1068111.0,110201.0,223352.0,1069.0,38930.0,41739.0,40473.0,33356.0,330390.0,149412.0,480871.0,22.0,755.0,848.0,736.0,605.0,6521.0,2785.0,9328.0,45.0,1132.0,1300.0,1281.0,1255.0,10348.0,5099.0,15492.0,54.0,2961.0,2778.0,2308.0,1589.0,21717.0,7883.0,29654.0,299.0,1111.0,1015.0,930.0,669.0,8085.0,3389.0,11773.0,649.0,32820.0,35726.0,35182.0,29236.0,283056.0,130236.0,413941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_PENNSYLVANIA,PENNSYLVANIA,1994,1720681.0,13271564.0,686113.0,5132066.0,7453385.0,13701725.0,7100564.0,3795048.0,703486.0,963256.0,3583.0,132132.0,135061.0,132994.0,109673.0,1092188.0,507639.0,1603410.0,1.0,102.0,129.0,161.0,101.0,1069.0,513.0,1583.0,39.0,1962.0,2322.0,2347.0,2229.0,18885.0,9457.0,28381.0,497.0,4836.0,4534.0,3915.0,2288.0,37497.0,14856.0,52850.0,748.0,18119.0,18083.0,16112.0,10646.0,151590.0,64177.0,216515.0,2298.0,107113.0,109993.0,110459.0,94409.0,883147.0,418636.0,1304081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_RHODE_ISLAND,RHODE_ISLAND,1994,144918.0,1012987.0,48443.0,385626.0,578918.0,994885.0,642068.0,300816.0,14152.0,14866.0,469.0,10701.0,11549.0,10747.0,8440.0,93820.0,39416.0,133705.0,3.0,45.0,38.0,46.0,29.0,419.0,184.0,606.0,10.0,307.0,386.0,361.0,226.0,3207.0,1117.0,4334.0,22.0,1028.0,1027.0,912.0,545.0,9096.0,3221.0,12339.0,36.0,614.0,751.0,637.0,512.0,6423.0,2613.0,9072.0,398.0,8707.0,9347.0,8791.0,7128.0,74675.0,32281.0,107354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_SOUTH_CAROLINA,SOUTH_CAROLINA,1994,634415.0,3179542.0,285908.0,1470131.0,1423503.0,3156251.0,1646310.0,961618.0,211713.0,251078.0,7972.0,46859.0,51268.0,50799.0,35376.0,414019.0,179875.0,601866.0,,86.0,108.0,92.0,57.0,731.0,259.0,,,276.0,362.0,336.0,360.0,2733.0,1463.0,,,370.0,326.0,266.0,169.0,2591.0,972.0,,,20787.0,21279.0,20953.0,13547.0,173749.0,73520.0,,,25339.0,29193.0,29152.0,21244.0,234218.0,103660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_SOUTH_DAKOTA,SOUTH_DAKOTA,1994,108439.0,507927.0,51846.0,126591.0,329490.0,525289.0,284638.0,148152.0,23351.0,52745.0,1244.0,10618.0,11116.0,11604.0,8925.0,89065.0,41356.0,131665.0,158.0,1824.0,1577.0,1418.0,740.0,12607.0,4544.0,17309.0,26.0,90.0,101.0,89.0,71.0,675.0,289.0,990.0,20.0,97.0,88.0,70.0,57.0,644.0,258.0,922.0,42.0,109.0,92.0,72.0,40.0,715.0,242.0,999.0,998.0,8498.0,9258.0,9955.0,8017.0,74424.0,36023.0,111445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_TENNESSEE,TENNESSEE,1994,857014.0,3535898.0,341912.0,1694595.0,1499391.0,3661470.0,2101003.0,996094.0,225590.0,270608.0,10831.0,71413.0,67339.0,65598.0,49401.0,540994.0,240821.0,792646.0,,71.0,74.0,71.0,49.0,572.0,284.0,,,500.0,528.0,488.0,447.0,4065.0,1974.0,,,411.0,368.0,319.0,215.0,3042.0,1123.0,,,17755.0,14954.0,14619.0,9322.0,123477.0,51236.0,,,52732.0,51697.0,50360.0,39476.0,412210.0,186517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_TEXAS,TEXAS,1994,3601627.0,19713604.0,1456330.0,8569649.0,9687625.0,19224149.0,9814470.0,6093204.0,936331.0,1717181.0,128736.0,272065.0,291604.0,281109.0,183737.0,2319822.0,956548.0,3405106.0,322.0,787.0,686.0,636.0,413.0,5525.0,2169.0,8016.0,3019.0,5681.0,6181.0,6330.0,5601.0,50026.0,24690.0,77735.0,68253.0,103877.0,103611.0,97459.0,55592.0,835399.0,318239.0,1221891.0,24078.0,39418.0,40686.0,39554.0,22903.0,329510.0,133751.0,487339.0,33064.0,122302.0,140440.0,137130.0,99228.0,1099362.0,477699.0,1610125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_UTAH,UTAH,1994,469811.0,1792011.0,125520.0,982848.0,683643.0,1846448.0,997141.0,413388.0,137271.0,256177.0,3273.0,33750.0,34837.0,37519.0,33337.0,285725.0,141989.0,430987.0,46.0,,,,,,,,69.0,,,,,,,,158.0,,,,,,,,21.0,,,,,,,,2979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_VERMONT,VERMONT,1994,98377.0,892124.0,34989.0,219927.0,637208.0,869710.0,419793.0,203059.0,25011.0,38902.0,1903.0,8040.0,8396.0,7826.0,6458.0,65647.0,28431.0,95981.0,0.0,21.0,35.0,66.0,37.0,303.0,218.0,521.0,23.0,56.0,80.0,54.0,74.0,554.0,318.0,895.0,2.0,24.0,27.0,24.0,40.0,204.0,115.0,321.0,16.0,67.0,53.0,46.0,30.0,487.0,155.0,658.0,1862.0,7872.0,8201.0,7636.0,6277.0,64099.0,27625.0,93586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_VIRGINIA,VIRGINIA,1994,1044721.0,6125739.0,372866.0,2399644.0,3353229.0,6276362.0,3271356.0,1883438.0,314439.0,587495.0,3115.0,85160.0,84103.0,79929.0,62899.0,658683.0,286381.0,948179.0,13.0,160.0,128.0,124.0,94.0,1094.0,477.0,1584.0,47.0,2417.0,2669.0,2761.0,2825.0,21236.0,11502.0,32785.0,73.0,2905.0,2313.0,2199.0,1670.0,19033.0,8134.0,27240.0,2378.0,23737.0,21947.0,20189.0,13732.0,171781.0,67786.0,241945.0,604.0,55941.0,57046.0,54656.0,44578.0,445539.0,198482.0,644625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_WASHINGTON,WASHINGTON,1994,915952.0,5739012.0,327784.0,3978265.0,1432963.0,5968590.0,2918426.0,1741684.0,252127.0,840257.0,6155.0,71637.0,75299.0,72982.0,58150.0,595315.0,265207.0,866677.0,362.0,1842.0,1985.0,1856.0,1347.0,15748.0,6369.0,22479.0,287.0,4267.0,4742.0,4711.0,4393.0,37111.0,17815.0,55213.0,696.0,6548.0,5794.0,4862.0,3197.0,45359.0,16384.0,62439.0,571.0,3634.0,3496.0,3209.0,2379.0,27976.0,11359.0,39906.0,4239.0,55346.0,59282.0,58344.0,46834.0,469121.0,213280.0,686640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_WEST_VIRGINIA,WEST_VIRGINIA,1994,313750.0,1854403.0,147289.0,1185501.0,521613.0,1843973.0,1051169.0,507996.0,116579.0,151404.0,2754.0,22377.0,22236.0,25200.0,22058.0,186027.0,96270.0,285051.0,2.0,18.0,21.0,31.0,26.0,220.0,107.0,329.0,9.0,67.0,94.0,88.0,118.0,719.0,391.0,1119.0,4.0,75.0,52.0,34.0,59.0,421.0,195.0,620.0,146.0,958.0,904.0,929.0,763.0,7390.0,3582.0,11118.0,2593.0,21259.0,21165.0,24118.0,21092.0,177277.0,91995.0,271865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_WISCONSIN,WISCONSIN,1994,843747.0,5682439.0,238786.0,2363863.0,3079790.0,5860230.0,3257526.0,1689034.0,193556.0,504767.0,18531.0,61898.0,65996.0,65790.0,57407.0,520786.0,259366.0,798683.0,212.0,803.0,895.0,880.0,577.0,7147.0,3111.0,10470.0,921.0,2068.0,1898.0,1449.0,1090.0,14624.0,4697.0,20242.0,1062.0,2021.0,2147.0,1919.0,1158.0,16948.0,6712.0,24722.0,4774.0,6298.0,6307.0,5636.0,2558.0,50681.0,18231.0,73686.0,11562.0,50708.0,54749.0,55906.0,52024.0,431386.0,226615.0,669563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994_WYOMING,WYOMING,1994,100899.0,674921.0,38849.0,351472.0,284600.0,623146.0,344562.0,192234.0,21161.0,48647.0,,6929.0,7982.0,8203.0,6642.0,63201.0,30184.0,,,210.0,247.0,255.0,141.0,1930.0,672.0,,,58.0,69.0,36.0,65.0,474.0,222.0,,,455.0,474.0,544.0,357.0,3896.0,1734.0,,,107.0,88.0,75.0,47.0,664.0,232.0,,,6099.0,7104.0,7293.0,6032.0,56237.0,27324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995_ALABAMA,ALABAMA,1995,727480.0,3367437.0,328957.0,2161366.0,877114.0,3353363.0,1851700.0,888983.0,326956.0,243365.0,9324.0,59739.0,56486.0,59914.0,40981.0,470246.0,206840.0,686410.0,,179.0,403.0,548.0,511.0,3277.0,2051.0,,,329.0,336.0,377.0,328.0,2874.0,1450.0,,,428.0,300.0,314.0,155.0,2624.0,966.0,,,21805.0,19812.0,21813.0,13295.0,169339.0,74137.0,,,36998.0,35635.0,36862.0,26692.0,292132.0,128236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995_ALASKA,ALASKA,1995,125421.0,1117068.0,123037.0,710028.0,284003.0,1203817.0,515914.0,469085.0,37579.0,159146.0,2419.0,10567.0,10222.0,9573.0,7111.0,80448.0,34184.0,117051.0,1592.0,2916.0,2546.0,2129.0,1356.0,19667.0,7148.0,28407.0,48.0,457.0,452.0,406.0,369.0,3515.0,1586.0,5149.0,37.0,346.0,263.0,249.0,205.0,2231.0,877.0,3145.0,54.0,528.0,479.0,435.0,307.0,3812.0,1514.0,5380.0,688.0,6320.0,6482.0,6354.0,4874.0,51223.0,23059.0,74970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995_ARIZONA,ARIZONA,1995,735018.0,3815218.0,376437.0,1669173.0,1769608.0,4056279.0,1772388.0,1131046.0,226507.0,710135.0,4027.0,61420.0,60202.0,56407.0,39197.0,479074.0,194744.0,677845.0,306.0,4401.0,4178.0,3797.0,2598.0,34401.0,13929.0,48636.0,42.0,975.0,933.0,971.0,942.0,7896.0,3802.0,11740.0,1169.0,20817.0,18486.0,16054.0,9809.0,145134.0,53650.0,199953.0,202.0,2829.0,2534.0,2229.0,1545.0,20318.0,7791.0,28311.0,2308.0,32398.0,34071.0,33356.0,24303.0,271325.0,115572.0,389205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995_ARKANSAS,ARKANSAS,1995,447757.0,2057550.0,197556.0,1244457.0,615537.0,2155067.0,1211057.0,598109.0,119934.0,160693.0,1525.0,36731.0,33955.0,36696.0,27083.0,281900.0,129863.0,413288.0,2.0,121.0,148.0,140.0,111.0,1067.0,462.0,1531.0,14.0,215.0,232.0,275.0,258.0,1931.0,1085.0,3030.0,45.0,792.0,532.0,497.0,279.0,4344.0,1484.0,5873.0,742.0,9049.0,7731.0,8592.0,5999.0,65842.0,29964.0,96548.0,722.0,26554.0,25312.0,27192.0,20436.0,208716.0,96868.0,306306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
